sample_id,timestamp,run_hours,cycle_number,cathode_catalyst,anode_catalyst,Pt_at%,Co_at%,Ni_at%,Pd_at%,Ir_at%,graphene_support_%,TiO2_support_%,CeO2_support_%,gC3N4_support_%,C_support_%,total_metal_loading_%,BET_surface_area_m2_g,membrane_type,active_area_cm2,electrolyte,voltage_V,operating_pressure_bar,current_density_mA_cm2,voltage_efficiency_%,faradaic_efficiency_CH3OH_%,degradation_rate_per_hour,cumulative_degradation_%,voltage_drift_24h,metal_support_ratio,catalyst_complexity_index,voltage_stability_index,failure_risk_level,maintenance_needed
MEA_0529,2024-05-12 0:00,3169,529,Pt-Co/TiO2/g-C3N4,RuO2,75.8,55.4,50.5,28.9,3.9,76,30.3,61.7,45.6,64.8,0.53,73.4,PEM,10,0.5M Na2CO3,1.75,3,18.05,79.3,31.2,0.002423,1729.686308,-0.0099,0.002,4,0.805,normal,0
MEA_0530,2024-05-12 6:00,3175,530,Pt-Co/TiO2/g-C3N4,RuO2,69.6,29.2,47.3,17.9,83.7,15.4,78.2,4,89.1,2.9,3.54,21,AEM-Sustainion X37,1,0.5M Na2CO3,2.08,1.9,36.23,80.2,60.1,-0.000445,1728.273433,-0.0022,0.019,4,0.957,normal,0
MEA_0531,2024-05-12 12:00,3181,531,Pt/C,NiFeO2,15.4,36.4,56.2,39.4,62,14.9,76.6,32.6,56.9,61.8,4.51,89.7,PEM,20,Buffer+1M KCl,1.01,2.9,38.58,68.2,65.3,0.001581,1733.302594,0.0061,0.025,4,0.863,normal,0
MEA_0532,2024-05-12 18:00,3187,532,Carbon Paper,IrO2,81.6,45.9,19,12.6,56.3,26.8,69.2,46.9,83.2,51,2.68,55.7,Nafion 211,1,0.5M H2SO4,1.89,0.9,21.39,79.2,50.6,0.00252,1741.333834,0.006,0.012,4,0.799,critical,1
MEA_0533,2024-05-13 0:00,3193,533,Pt/C,IrO2,22.4,10.5,41,28.2,62.5,36.1,96.6,14.8,99.2,54.6,2.4,47.4,Nafion 212,5,1M KOH,2.27,0.6,1.83,63.2,70.1,0.004457,1755.565035,0.0091,0.01,4,0.692,normal,0
MEA_0534,2024-05-13 6:00,3199,534,Pt/C,,22.4,30.2,8.3,17.9,86.4,40.8,39.4,98.5,16.4,35.9,0.86,31.1,Nafion 212,20,0.5M Na2CO3,1.54,0.6,31.28,75.8,43.7,0.000131,1755.984104,-0.0009,0.004,4,0.987,normal,0
MEA_0535,2024-05-13 12:00,3205,535,Pt-Ni/TiO2/CeO2,NiFeO2,53.7,23.9,30.8,32.8,58.7,68,13.1,20.9,69.2,8.1,6.61,55.2,PEM,1,0.5M H2SO4,1.16,2,4.09,54.2,49,0.003836,1768.278484,0.0062,0.039,4,0.723,normal,0
MEA_0536,2024-05-13 18:00,3211,536,40wt%_Pt/C,NiFeO2,59.3,8.8,39,12,58.1,5.7,67.2,13,67.4,19.3,2.99,59.7,AEM-Sustainion X37,20,1M KOH,1.63,0.7,6.28,43.8,87.8,-0.000216,1767.584908,-0.0043,0.019,4,0.979,warning,1
MEA_0537,2024-05-14 0:00,3217,537,Carbon Paper,NiFeO2,58,22.1,52.2,9.6,99.1,3.5,72.9,20.4,98,95.1,1,52.3,Nafion 212,20,0.5M H2SO4,2.09,2.9,32.86,62.7,50.9,0.000453,1769.042209,-0.0044,0.005,4,0.957,normal,0
MEA_0538,2024-05-14 6:00,3223,538,Pt/Graphite,NiFeO2,9.1,4.1,76,45.9,75.7,39.2,57.5,76.9,98.6,40.9,2.69,74.3,PEM,20,1M KOH,1.16,0.9,16.31,65.4,50.8,0.00046,1770.524789,0.0073,0.01,4,0.956,normal,0
MEA_0539,2024-05-14 12:00,3229,539,Pd-Ni/CeO2,IrO2,87.7,1.5,48.1,5.1,44.2,69.7,20.7,42.6,68.7,46.7,8.12,53.7,Nafion 211,10,1M KOH,1.31,1.3,18.05,54.1,65.7,0.004265,1784.296474,0.0106,0.04,4,0.701,warning,1
MEA_0540,2024-05-14 18:00,3235,540,Pt-Co/TiO2/g-C3N4,IrO2,26.6,8.1,59.5,25.3,70.7,19.3,50.4,56.5,24.4,5.3,8.59,96.9,Nafion 211,1,1M KOH,1.22,2.6,24.85,80,88.3,0.000194,1784.924064,-0.0064,0.057,4,0.981,normal,0
MEA_0541,2024-05-15 0:00,3241,541,Pt/Graphite,RuO2,13,57.8,40.5,11,38.9,64.2,31.2,2.1,79.9,3.8,5.09,67.9,Nafion 212,10,1M KOH,2.2,1,48.95,44,89,0.003722,1796.987066,-0.0063,0.029,4,0.729,normal,0
MEA_0542,2024-05-15 6:00,3247,542,Pt-Co/TiO2/g-C3N4,RuO2,88.9,33,50.7,1.9,22.9,26,42.7,3.4,10.7,71.7,4.45,84.6,AEM-Sustainion X37,10,0.5M H2SO4,1.09,1.1,48.31,52.3,64.8,0.001771,1802.737503,0.007,0.054,4,0.85,warning,1
MEA_0543,2024-05-15 12:00,3253,543,Pt-Ni/TiO2/CeO2,NiFeO2,95.6,57.9,5.7,1.8,59.7,88.6,64.5,44.6,78.1,53.8,9.79,28.7,PEM,5,0.5M H2SO4,2.03,2.1,21.4,81.2,30.1,0.004995,1818.986238,-0.0019,0.035,4,0.667,normal,0
MEA_0544,2024-05-15 18:00,3259,544,Pt-Co/TiO2/g-C3N4,NiFeO2,86.2,25.9,20.4,8.8,92.8,89.6,74.5,81.7,91,50.9,2.41,51.8,Nafion 212,5,Buffer+1M KCl,1.55,1.2,14.01,64,84,0.004035,1832.136303,0.0018,0.007,4,0.713,warning,1
MEA_0545,2024-05-16 0:00,3265,545,Pt/C,NiFeO2,81,18.7,28.9,43.3,92.9,29.7,23.2,88.5,38.3,24.3,2.55,46.9,Nafion 211,20,0.5M H2SO4,2.13,1,15.83,78.8,64.2,0.003438,1843.361373,0.002,0.014,4,0.744,normal,0
MEA_0546,2024-05-16 6:00,3271,546,Carbon Paper,RuO2,65.5,30.4,37.8,14.1,34.2,23,40.5,8.7,63.1,74.5,3.27,65.6,AEM-Sustainion X37,20,0.5M H2SO4,2.45,1.1,14.17,71.2,52,0.004224,1857.178077,-0.0046,0.024,4,0.703,critical,1
MEA_0547,2024-05-16 12:00,3277,547,Pd-Ni/CeO2,,55.1,26.4,3.7,47.5,52.8,41.1,26.9,53.8,43,16.8,2.14,88.9,PEM,5,Buffer+1M KCl,1.17,1.7,27.08,92.3,79.8,0.002804,1866.366785,-0.01,0.013,4,0.781,critical,1
MEA_0548,2024-05-16 18:00,3283,548,Pt-Ru/g-C3N4,,8.7,6.3,11.2,29.1,21.2,24.1,19.9,91.3,43.8,19,4.1,26.3,Nafion 212,5,0.5M H2SO4,1.47,2.9,30.74,72.9,54,0.004062,1879.702331,0.0156,0.023,4,0.711,normal,0
MEA_0549,2024-05-17 0:00,3289,549,Pt-Co/TiO2/g-C3N4,RuO2,40.8,38.4,22.1,21.8,99.6,67.2,78.3,38.8,31,46.1,9.15,25.8,PEM,1,1M KOH,2.22,2.6,24.95,40.8,32,0.000567,1881.567194,0.0115,0.042,4,0.946,normal,0
MEA_0550,2024-05-17 6:00,3295,550,Pt/Graphite,RuO2,37.3,13,77.7,29,98.1,82.6,90.9,83,76.2,28.6,6.35,88,AEM-Sustainion X37,20,0.5M Na2CO3,1.4,1.2,20.99,59.4,79.3,-0.000414,1880.203064,0.0107,0.019,4,0.96,critical,1
MEA_0551,2024-05-17 12:00,3301,551,Pt/C,RuO2,26,37.2,26.5,25.8,65,67.3,37,13.4,93.6,24.7,4.41,37,AEM-Sustainion X37,20,0.5M Na2CO3,1.32,1.4,11.35,47.9,62.8,0.002696,1889.10256,0.0064,0.021,4,0.788,normal,0
MEA_0552,2024-05-17 18:00,3307,552,Pt-Ru/g-C3N4,RuO2,72.3,39,38.6,37.9,80.4,82.4,75.1,93.5,94.1,64.5,9.38,73.5,Nafion 211,5,Buffer+1M KCl,2.24,1.7,24.64,90.9,50.3,0.001608,1894.420216,0.011,0.027,4,0.861,normal,0
MEA_0553,2024-05-18 0:00,3313,553,Pd-Ni/CeO2,RuO2,49.6,9.1,15.7,14.1,71.5,39.7,89.7,75.1,17.5,65.1,0.96,63.4,AEM-Sustainion X37,1,0.5M H2SO4,2.48,2.9,17.71,45.7,45.1,0.001559,1899.585183,0.0181,0.004,4,0.865,normal,0
MEA_0554,2024-05-18 6:00,3319,554,Pt-Ru/g-C3N4,RuO2,8.1,3.7,48.9,17.7,59.3,15.6,84.6,94.1,87.5,82.5,2.5,86.6,Nafion 212,5,0.5M H2SO4,1.84,0.9,27.54,61.3,65.6,0.00216,1906.754223,0.01,0.009,4,0.822,warning,1
MEA_0555,2024-05-18 12:00,3325,555,Pt/C,NiFeO2,22,46.8,22.5,44.7,5.3,73.8,18.3,67.7,73.7,41.8,5.88,30,PEM,5,Buffer+1M KCl,1.42,1.4,34.08,52.4,42.5,0.001168,1910.637823,-0.002,0.025,4,0.895,warning,1
MEA_0556,2024-05-18 18:00,3331,556,Carbon Paper,NiFeO2,68.3,27.6,16.6,47.3,45.5,36,95.6,36.3,25.3,7.3,6.35,30.4,AEM-Sustainion X37,10,0.5M Na2CO3,1.6,2.3,32.03,86.6,49.4,0.002756,1919.818059,0.0071,0.033,4,0.784,normal,0
MEA_0557,2024-05-19 0:00,3337,557,Carbon Paper,NiFeO2,7.6,3.5,41.3,44.6,67.5,67.1,37.7,93.8,6.7,27.4,0.88,64.5,AEM-Sustainion X37,20,1M KOH,1.26,2.9,23.66,57,68.2,-0.000817,1917.09173,0.0033,0.004,4,0.924,normal,0
MEA_0558,2024-05-19 6:00,3343,558,40wt%_Pt/C,NiFeO2,85.1,59.7,0.4,21,67.8,27.1,33.9,27.6,26.8,98,4.33,95.7,Nafion 212,1,0.5M H2SO4,2.14,0.9,28.25,94.6,82.9,0.004819,1933.201647,0.0067,0.037,4,0.675,warning,1
MEA_0559,2024-05-19 12:00,3349,559,Carbon Paper,RuO2,49.5,3.5,0.6,39,37.3,8.1,6.2,33.2,91.2,59.6,6.67,53.2,PEM,10,Buffer+1M KCl,2.16,1.1,14.96,42.1,62,0.004548,1948.432899,0.0055,0.048,4,0.687,warning,1
MEA_0560,2024-05-19 18:00,3355,560,40wt%_Pt/C,,48.1,41.7,17.5,23.8,94.2,99.3,48.6,70.1,63.3,71,7.13,46.2,PEM,20,1M KOH,2.31,1.1,2.19,47.1,75.5,0.004612,1963.906159,0.0158,0.025,4,0.684,normal,0
MEA_0561,2024-05-20 0:00,3361,561,Pt-Ru/g-C3N4,IrO2,59.2,59,2.9,24.9,16.7,15.6,10.9,76.5,72.1,0.7,6.56,68.5,Nafion 211,5,Buffer+1M KCl,1.04,0.6,31.63,52.4,75.8,0.00119,1967.905749,0.0096,0.037,4,0.894,critical,1
MEA_0562,2024-05-20 6:00,3367,562,Pt-Ni/TiO2/CeO2,RuO2,82.5,14.4,8.6,10.2,50,98.8,24.9,92.9,25.7,51.8,3.55,94.4,Nafion 211,1,Buffer+1M KCl,1.84,2,13.38,84.6,69.9,0.002191,1975.282846,-0.0043,0.015,4,0.82,warning,1
MEA_0563,2024-05-20 12:00,3373,563,Pt/Graphite,IrO2,34.8,8.5,27.1,29.6,69.1,97.7,31.7,20.5,71.9,3.8,1.39,87,PEM,20,Buffer+1M KCl,1.32,2.2,33.78,88.3,44.8,0.004725,1991.220271,-0.0081,0.006,4,0.679,normal,0
MEA_0564,2024-05-20 18:00,3379,564,Pt/Graphite,,67.8,7.3,64.2,9.3,69.7,79.4,80.9,79.8,2.8,56.9,4.56,99.6,Nafion 212,5,0.5M Na2CO3,1.51,2,37.6,43.9,82,0.004414,2006.135177,0.0027,0.019,4,0.694,warning,1
MEA_0565,2024-05-21 0:00,3385,565,Pt-Ru/g-C3N4,NiFeO2,56.6,18.2,45.8,16.6,64.9,65.9,87.5,73.9,37.5,92.1,1.72,21.8,Nafion 212,10,0.5M Na2CO3,2.18,0.7,45.88,41.8,56.2,0.003741,2018.798462,-0.0095,0.006,4,0.728,normal,0
MEA_0566,2024-05-21 6:00,3391,566,Pt-Co/TiO2/g-C3N4,,26.7,6.1,41,42.8,27.5,57.8,30.2,6.4,62.7,96.8,9.5,29,Nafion 211,1,Buffer+1M KCl,1.29,0.7,47.95,81,32.7,0.001444,2023.695066,-0.0005,0.06,4,0.874,normal,0
MEA_0567,2024-05-21 12:00,3397,567,Pt-Co/TiO2/g-C3N4,RuO2,87.9,41.5,23.5,10.4,15.6,86.6,85.9,38.7,14.6,54.1,5.01,68.8,AEM-Sustainion X37,20,0.5M H2SO4,1.96,1,1.52,47.3,44.7,0.002386,2031.800308,0.001,0.022,4,0.807,normal,0
MEA_0568,2024-05-21 18:00,3403,568,Carbon Paper,NiFeO2,79.7,3.7,74.5,3.6,63.6,28.9,85.7,28.3,82.3,45.8,3.51,85.6,Nafion 212,10,1M KOH,1.98,1.2,49.53,47.3,75.9,0.003757,2044.585379,0.0013,0.016,4,0.727,warning,1
MEA_0569,2024-05-22 0:00,3409,569,Pt/Graphite,RuO2,65.8,30.6,31.8,3.5,59.9,46.8,76.5,30.4,23.5,94.5,7.78,42.8,AEM-Sustainion X37,5,0.5M H2SO4,2.43,2.5,34.47,41.2,34.1,0.000638,2046.760321,0.0194,0.044,4,0.94,critical,1
MEA_0570,2024-05-22 6:00,3415,570,Pt/Graphite,NiFeO2,85.1,59.8,7,47,17.9,61.9,14.7,98.3,65.2,67.4,5.23,39.1,Nafion 212,5,0.5M Na2CO3,2.16,0.9,32.53,42.7,38.8,0.002759,2056.182306,-0.0009,0.022,4,0.784,normal,0
MEA_0571,2024-05-22 12:00,3421,571,40wt%_Pt/C,IrO2,86.7,48.8,49.4,25.3,70.5,41.1,69,64.3,40.5,6.5,3.45,83,PEM,20,1M KOH,2.21,0.6,1.75,54.5,71.7,0.003968,2069.756834,-0.002,0.016,4,0.716,normal,0
MEA_0572,2024-05-22 18:00,3427,572,Pt-Ni/TiO2/CeO2,IrO2,70.8,36.9,9.1,20.5,45.5,42.7,94.5,71.8,59.6,46.6,8.21,24.5,Nafion 211,5,Buffer+1M KCl,1.8,1.5,43.2,43.6,83.6,0.003245,2080.877449,-0.0061,0.031,4,0.755,normal,0
MEA_0573,2024-05-23 0:00,3433,573,Pt/C,IrO2,83.7,18.4,27.6,40.5,66.8,33,68.3,97.7,10.7,24,8.74,49.6,AEM-Sustainion X37,1,0.5M H2SO4,1.28,1.5,8.13,60.3,68,0.001877,2087.32119,0.0053,0.042,4,0.842,warning,1
MEA_0574,2024-05-23 6:00,3439,574,Pt-Co/TiO2/g-C3N4,,69.7,37.4,40.6,41.8,83.7,56.4,33.2,37.7,1.7,47,6.89,60.5,AEM-Sustainion X37,20,0.5M H2SO4,1.64,1.6,42.03,85.8,43.3,0.002508,2095.946202,-0.0054,0.053,4,0.799,warning,1
MEA_0575,2024-05-23 12:00,3445,575,Pt/Graphite,RuO2,68,31.6,69.9,16.6,17,85.1,50.1,80.2,91,45.5,0.95,64.8,PEM,10,Buffer+1M KCl,1.82,2.6,1.76,57.9,33.2,0.004932,2112.936942,0.0085,0.003,4,0.67,normal,0
MEA_0576,2024-05-23 18:00,3451,576,40wt%_Pt/C,,61.9,25.6,39.5,34.7,1.9,20.2,64.6,43.5,27,58.2,5.88,78.3,Nafion 212,20,0.5M H2SO4,2.02,0.7,32.65,80,66.9,0.002612,2121.950954,-0.0053,0.038,4,0.793,normal,0
MEA_0577,2024-05-24 0:00,3457,577,Pd-Ni/CeO2,IrO2,75.3,7.8,56.2,38.6,77.9,93.4,51.1,87,82,35.7,7.75,48.4,AEM-Sustainion X37,20,0.5M Na2CO3,1.91,2.3,22.31,45.2,32.8,0.003714,2134.790252,0.0073,0.025,4,0.729,normal,0
MEA_0578,2024-05-24 6:00,3463,578,40wt%_Pt/C,RuO2,15.9,53.2,79.4,32.7,61,68.9,12,18.1,99.9,16.4,1.8,69,Nafion 212,10,Buffer+1M KCl,1.59,1.3,10.84,76.3,66.8,0.00336,2146.425932,0.0148,0.009,4,0.749,normal,0
MEA_0579,2024-05-24 12:00,3469,579,Pt-Co/TiO2/g-C3N4,IrO2,88.1,27,10.5,7.6,70,82.3,31.2,94.8,21.1,50.4,2.67,66.8,PEM,5,0.5M H2SO4,1.4,1.3,6.27,57.4,43.5,0.003209,2157.557953,-0.0087,0.012,4,0.757,normal,0
